Time,Channel A,Channel B
(ms),(V),(V)

0.04668681,-3.37906000,0.08612204
0.04670281,-3.39905300,0.08612204
0.04671881,-3.41735400,0.08612204
0.04673481,-3.43411700,0.08612204
0.04675081,-3.44934200,0.08612204
0.04676681,-3.46318300,0.08612204
0.04678281,-3.47579400,0.08612204
0.04679881,-3.48702000,0.08612204
0.04681481,-3.49717000,0.08612204
0.04683081,-3.50609000,0.08612204
0.04684681,-3.51408700,0.08612204
0.04686281,-3.52070000,0.08612204
0.04687881,-3.52639000,0.08612204
0.04689481,-3.53115800,0.08612204
0.04691081,-3.53500200,0.08612204
0.04692681,-3.53807800,0.08612204
0.04694281,-3.54038500,0.08612204
0.04695881,-3.54192300,0.08612204
0.04697481,-3.54269200,0.08612204
0.04699081,-3.54269200,0.08612204
0.04700681,-3.54176900,0.08612204
0.04702281,-3.54023100,0.08612204
0.04703881,-3.53807800,0.08612204
0.04705481,-3.53500200,0.08612204
0.04707081,-3.53115800,0.08612204
0.04708681,-3.52654400,0.08612204
0.04710281,-3.52100800,0.08612204
0.04711881,-3.51470200,0.08612204
0.04713481,-3.50732000,0.08612204
0.04715081,-3.49917000,0.08612204
0.04716681,-3.48978800,0.08612204
0.04718281,-3.47948500,0.08612204
0.04719881,-3.46810400,0.08612204
0.04721481,-3.45534000,0.08612204
0.04723081,-3.44149900,0.08612204
0.04724681,-3.42642700,0.08612204
0.04726281,-3.40997200,0.08612204
0.04727881,-3.39228600,0.08612204
0.04729481,-3.37290800,0.08612204
0.04731081,-3.35199300,0.08612204
0.04732681,-3.32954000,0.08612204
0.04734281,-3.30524100,0.08612204
0.04735881,-3.27925100,0.08612204
0.04737481,-3.25141500,0.08612204
0.04739081,-3.22158000,0.08612204
0.04740681,-3.18989900,0.08612204
0.04742281,-3.15606500,0.08612204
0.04743881,-3.12023300,0.08612204
0.04745481,-3.08224700,0.08612204
0.04747081,-3.04195400,0.08612204
0.04748681,-2.99950800,0.08612204
0.04750281,-2.95490900,0.08612204
0.04751881,-2.90784900,0.08612204
0.04753481,-2.85863700,0.08612204
0.04755081,-2.80696400,0.08612204
0.04756681,-2.75283000,0.08612204
0.04758281,-2.69638900,0.08612204
0.04759881,-2.63748800,0.08612204
0.04761481,-2.57627900,0.08612204
0.04763081,-2.51261100,0.08612204
0.04764681,-2.44663500,0.08612204
0.04766281,-2.37835300,0.08612204
0.04767881,-2.30761000,0.08612204
0.04769481,-2.23471300,0.08612204
0.04771081,-2.15935700,0.08612204
0.04772681,-2.08200000,0.08612204
0.04774281,-2.00233800,0.08612204
0.04775881,-1.92067500,0.08612204
0.04777481,-1.83701400,0.08612204
0.04779081,-1.75120000,0.08612204
0.04780681,-1.66354000,0.08612204
0.04782281,-1.57403400,0.08612204
0.04783881,-1.48283700,0.08612204
0.04785481,-1.39010200,0.08612204
0.04787081,-1.29567500,0.08612204
0.04788681,-1.19986500,0.08612204
0.04790281,-1.10267000,0.08612204
0.04791881,-1.00409100,0.08612204
0.04793481,-0.90458910,0.08612204
0.04795081,-0.80385700,0.08612204
0.04796681,-0.70235600,0.08612204
0.04798281,-0.59993230,0.08612204
0.04799881,-0.49689350,0.08612204
0.04801481,-0.39323940,0.08612204
0.04803081,-0.28912400,0.08612204
0.04804681,-0.18470100,0.08612204
0.04806281,-0.08012426,0.08612204
0.04807881,0.02460630,0.08612204
0.04809481,0.12933690,0.08612204
0.04811081,0.23391360,0.08612204
0.04812681,0.33818280,0.08612204
0.04814281,0.44214440,0.08612204
0.04815881,0.54549090,0.08612204
0.04817481,0.64837600,0.08612204
0.04819081,0.75049210,0.08612204
0.04820681,0.85183930,0.08612204
0.04822281,0.95226380,0.08612204
0.04823881,1.05161200,0.08612204
0.04825481,1.14988300,0.08612204
0.04827081,1.24707800,0.00000000
0.04828681,1.34288900,0.08612204
0.04830281,1.43746900,0.08612204
0.04831881,1.53035800,0.08612204
0.04833481,1.62201600,0.08612204
0.04835081,1.71198300,0.08612204
0.04836681,1.80025800,0.08612204
0.04838281,1.88684200,0.08612204
0.04839881,1.97173300,0.08612204
0.04841481,2.05493400,0.08612204
0.04843081,2.13628800,0.08612204
0.04844681,2.21579700,0.08612204
0.04846281,2.29315300,0.08612204
0.04847881,2.36881800,0.08612204
0.04849481,2.44232900,0.08612204
0.04851081,2.51368700,0.08612204
0.04852681,2.58289200,0.08612204
0.04854281,2.64979100,0.08612204
0.04855881,2.71469000,0.08612204
0.04857481,2.77743600,0.08612204
0.04859081,2.83787500,0.08612204
0.04860681,2.89616100,0.08612204
0.04862281,2.95214100,0.08612204
0.04863881,3.00596700,0.08612204
0.04865481,3.05733300,0.08612204
0.04867081,3.10654500,0.08612204
0.04868681,3.15345100,0.08612204
0.04870281,3.19820400,0.08612204
0.04871881,3.24049600,0.08612204
0.04873481,3.28063500,0.08612204
0.04875081,3.31846700,0.08612204
0.04876681,3.35399200,0.08612204
0.04878281,3.38721100,0.08612204
0.04879881,3.41812300,0.08612204
0.04881481,3.44672700,0.08612204
0.04883081,3.47317900,0.08612204
0.04884681,3.49732400,0.08612204
0.04886281,3.51931600,0.08612204
0.04887881,3.53884700,0.08612204
0.04889481,3.55622500,0.08612204
0.04891081,3.57145000,0.08612204
0.04892681,3.58436900,0.08612204
0.04894281,3.59528800,0.08612204
0.04895881,3.60390000,0.08612204
0.04897481,3.61035900,0.08612204
0.04899081,3.61466500,0.08612204
0.04900681,3.61697200,0.08612204
0.04902281,3.61697200,0.08612204
0.04903881,3.61497300,0.08612204
0.04905481,3.61097400,0.08612204
0.04907081,3.60497700,0.08612204
0.04908681,3.59698000,0.08612204
0.04910281,3.58682900,0.08612204
0.04911881,3.57498800,0.08612204
0.04913481,3.56114700,0.08612204
0.04915081,3.54546000,0.08612204
0.04916681,3.52792800,0.08612204
0.04918281,3.50855100,0.08612204
0.04919881,3.48748200,0.08612204
0.04921481,3.46472100,0.08612204
0.04923081,3.44026800,0.08612204
0.04924681,3.41427800,0.08612204
0.04926281,3.38659600,0.08612204
0.04927881,3.35737600,0.08612204
0.04929481,3.32661800,0.08612204
0.04931081,3.29447600,0.08612204
0.04932681,3.26079600,0.08612204
0.04934281,3.22588600,0.08612204
0.04935881,3.18974500,0.08612204
0.04937481,3.15237500,0.08612204
0.04939081,3.11362000,0.08612204
0.04940681,3.07394200,0.08612204
0.04942281,3.03318800,0.08612204
0.04943881,2.99135700,0.08612204
0.04945481,2.94860400,0.08612204
0.04947081,2.90492700,0.08612204
0.04948681,2.86032800,0.08612204
0.04950281,2.81511400,0.08612204
0.04951881,2.76913100,0.08612204
0.04953481,2.72268700,0.08612204
0.04955081,2.67547400,0.08612204
0.04956681,2.62795300,0.08612204
0.04958281,2.57997000,0.08612204
0.04959881,2.53152700,0.08612204
0.04961481,2.48292900,0.08612204
0.04963081,2.43402400,0.08612204
0.04964681,2.38496600,0.08612204
0.04966281,2.33575300,0.08612204
0.04967881,2.28669400,0.08612204
0.04969481,2.23763500,0.08612204
0.04971081,2.18857600,0.08612204
0.04972681,2.13982500,0.08612204
0.04974281,2.09122800,0.08612204
0.04975881,2.04293800,0.08612204
0.04977481,1.99510900,0.08612204
0.04979081,1.94774200,0.08612204
0.04980681,1.90083700,0.08612204
0.04982281,1.85470000,0.08612204
0.04983881,1.80902400,0.08612204
0.04985481,1.76411800,0.00000000
0.04987081,1.71998000,0.08612204
0.04988681,1.67661200,0.08612204
0.04990281,1.63416600,0.08612204
0.04991881,1.59279600,0.08612204
0.04993481,1.55235000,0.08612204
0.04995081,1.51282600,0.08612204
0.04996681,1.47453200,0.08612204
0.04998281,1.43746900,0.08612204
0.04999881,1.40148300,0.08612204
0.05001481,1.36672600,0.08612204
0.05003081,1.33320000,0.08612204
0.05004681,1.30121200,0.08612204
0.05006281,1.27045400,0.08612204
0.05007881,1.24108000,0.08612204
0.05009481,1.21324400,0.08612204
0.05011081,1.18679300,0.08612204
0.05012681,1.16203200,0.08612204
0.05014281,1.13865600,0.08612204
0.05015881,1.11697200,0.08612204
0.05017481,1.09682600,0.08612204
0.05019081,1.07852500,0.08612204
0.05020681,1.06176200,0.08612204
0.05022281,1.04669000,0.08612204
0.05023881,1.03346500,0.08612204
0.05025481,1.02177700,0.08612204
0.05027081,1.01193400,0.08612204
0.05028681,1.00378300,0.08612204
0.05030281,0.99747780,0.08612204
0.05031881,0.99301800,0.08612204
0.05033481,0.99040350,0.08612204
0.05035081,0.98948080,0.08612204
0.05036681,0.99040350,0.08612204
0.05038281,0.99332550,0.08612204
0.05039881,0.99793920,0.08612204
0.05041481,1.00455200,0.08612204
0.05043081,1.01285700,0.08612204
0.05044681,1.02316100,0.08612204
0.05046281,1.03531000,0.08612204
0.05047881,1.04930500,0.08612204
0.05049481,1.06529900,0.08612204
0.05051081,1.08298500,0.08612204
0.05052681,1.10251600,0.08612204
0.05054281,1.12404600,0.08612204
0.05055881,1.14742200,0.08612204
0.05057481,1.17249000,0.08612204
0.05059081,1.19940300,0.08612204
0.05060681,1.22816200,0.08612204
0.05062281,1.25861200,0.08612204
0.05063881,1.29075400,0.08612204
0.05065481,1.32443400,0.08612204
0.05067081,1.35980600,0.08612204
0.05068681,1.39686900,0.08612204
0.05070281,1.43562400,0.08612204
0.05071881,1.47576300,0.08612204
0.05073481,1.51759400,0.00000000
0.05075081,1.56096200,0.08612204
0.05076681,1.60571500,0.08612204
0.05078281,1.65169800,0.08612204
0.05079881,1.69921900,0.08612204
0.05081481,1.74797000,0.08612204
0.05083081,1.79795100,0.08612204
0.05084681,1.84901000,0.08612204
0.05086281,1.90129800,0.08612204
0.05087881,1.95450900,0.08612204
0.05089481,2.00879700,0.08612204
0.05091081,2.06400700,0.08612204
0.05092681,2.11998700,0.08612204
0.05094281,2.17658100,0.08612204
0.05095881,2.23409800,0.08612204
0.05097481,2.29192300,0.08612204
0.05099081,2.35036300,0.08612204
0.05100681,2.40926400,0.08612204
0.05102281,2.46831900,0.08612204
0.05103881,2.52783600,0.08612204
0.05105481,2.58719800,0.08612204
0.05107081,2.64671500,0.08612204
0.05108681,2.70638500,0.08612204
0.05110281,2.76574800,0.08612204
0.05111881,2.82495700,0.08612204
0.05113481,2.88385800,0.08612204
0.05115081,2.94229800,0.08612204
0.05116681,3.00027700,0.08612204
0.05118281,3.05779400,0.00000000
0.05119881,3.11469600,0.08612204
0.05121481,3.17082900,0.08612204
0.05123081,3.22619300,0.08612204
0.05124681,3.28063500,0.08612204
0.05126281,3.33430700,0.08612204
0.05127881,3.38690300,0.08612204
0.05129481,3.43842300,0.08612204
0.05131081,3.48886600,0.08612204
0.05132681,3.53807800,0.08612204
0.05134281,3.58606100,0.08612204
0.05135881,3.63281300,0.08612204
0.05137481,3.67833400,0.08612204
0.05139081,3.72247200,0.08612204
0.05140681,3.76522500,0.08612204
0.05142281,3.80659400,0.08612204
0.05143881,3.84658000,0.08612204
0.05145481,3.88502700,0.08612204
0.05147081,3.92209000,0.08612204
0.05148681,3.95761600,0.08612204
0.05150281,3.99175700,0.08612204
0.05151881,4.02436000,0.08612204
0.05153481,4.05542600,0.08612204
0.05155081,4.08510700,0.08612204
0.05156681,4.11325000,0.08612204
0.05158281,4.14001000,0.08612204
0.05159881,4.16538500,0.08612204
0.05161481,4.18922200,0.08612204
0.05163081,4.21183000,0.08612204
0.05164681,4.23305200,0.08612204
0.05166281,4.25304500,0.08612204
0.05167881,4.27180700,0.08612204
0.05169481,4.28934000,0.08612204
0.05171081,4.30564100,0.08612204
0.05172681,4.32071300,0.08612204
0.05174281,4.33486100,0.08612204
0.05175881,4.34777900,0.08612204
0.05177481,4.35977500,0.08612204
0.05179081,4.37084800,0.08612204
0.05180681,4.38099800,0.08612204
0.05182281,4.39022500,0.08612204
0.05183881,4.39868400,0.08612204
0.05185481,4.40621900,0.08612204
0.05187081,4.41314000,0.08612204
0.05188681,4.41944500,0.08612204
0.05190281,4.42498200,0.08612204
0.05191881,4.43005700,0.08612204
0.05193481,4.43451600,0.08612204
0.05195081,4.43851500,0.08612204
0.05196681,4.44220600,0.08612204
0.05198281,4.44528200,0.08612204
0.05199881,4.44805000,0.08612204
0.05201481,4.45051100,0.08612204
0.05203081,4.45251000,0.08612204
0.05204681,4.45450900,0.00000000
0.05206281,4.45604700,0.08612204
0.05207881,4.45743100,0.08612204
0.05209481,4.45866200,0.08612204
0.05211081,4.45958400,0.08612204
0.05212681,4.46019900,0.08612204
0.05214281,4.46081400,0.08612204
0.05215881,4.46127600,0.08612204
0.05217481,4.46158400,0.08612204
0.05219081,4.46173700,0.08612204
0.05220681,4.46173700,0.08612204
0.05222281,4.46173700,0.08612204
0.05223881,4.46158400,0.08612204
0.05225481,4.46127600,0.08612204
0.05227081,4.46096800,0.08612204
0.05228681,4.46066000,0.08612204
0.05230281,4.46035300,0.00000000
0.05231881,4.46004500,0.08612204
0.05233481,4.45958400,0.08612204
0.05235081,4.45927700,0.08612204
0.05236681,4.45896900,0.08612204
0.05238281,4.45866200,0.08612204
0.05239881,4.45835400,0.08612204
0.05241481,4.45789200,0.08612204
0.05243081,4.45743100,0.08612204
0.05244681,4.45666200,0.08612204
0.05246281,4.45573900,0.08612204
0.05247881,4.45466300,0.08612204
0.05249481,4.45358700,0.08612204
0.05251081,4.45220200,0.08612204
0.05252681,4.45051100,0.08612204
0.05254281,4.44866500,0.08612204
0.05255881,4.44651200,0.08612204
0.05257481,4.44420500,0.08612204
0.05259081,4.44143700,0.08612204
0.05260681,4.43820800,0.08612204
0.05262281,4.43467000,0.08612204
0.05263881,4.43082600,0.08612204
0.05265481,4.42636600,0.08612204
0.05267081,4.42144400,0.08612204
0.05268681,4.41590800,0.08612204
0.05270281,4.40975600,0.08612204
0.05271881,4.40283600,0.08612204
0.05273481,4.39530000,0.08612204
0.05275081,4.38684200,0.08612204
0.05276681,4.37746000,0.08612204
0.05278281,4.36715700,0.08612204
0.05279881,4.35593000,0.08612204
0.05281481,4.34362700,0.08612204
0.05283081,4.33009300,0.08612204
0.05284681,4.31517600,0.08612204
0.05286281,4.29918200,0.08612204
0.05287881,4.28180400,0.08612204
0.05289481,4.26288700,0.08612204
0.05291081,4.24258800,0.08612204
0.05292681,4.22059500,0.08612204
0.05294281,4.19706600,0.08612204
0.05295881,4.17184400,0.08612204
0.05297481,4.14477700,0.08612204
0.05299081,4.11601900,0.08612204
0.05300681,4.08526100,0.08612204
0.05302281,4.05250400,0.08612204
0.05303881,4.01790100,0.08612204
0.05305481,3.98129900,0.08612204
0.05307081,3.94254400,0.08612204
0.05308681,3.90163600,0.08612204
0.05310281,3.85857500,0.08612204
0.05311881,3.81336100,0.08612204
0.05313481,3.76614800,0.08612204
0.05315081,3.71647400,0.08612204
0.05316681,3.66480100,0.08612204
0.05318281,3.61082100,0.08612204
0.05319881,3.55453400,0.08612204
0.05321481,3.49624800,0.08612204
0.05323081,3.43565400,0.08612204
0.05324681,3.37290800,0.08612204
0.05326281,3.30800900,0.08612204
0.05327881,3.24111100,0.08612204
0.05329481,3.17206000,0.08612204
0.05331081,3.10116300,0.08612204
0.05332681,3.02811300,0.08612204
0.05334281,2.95321700,0.08612204
0.05335881,2.87632300,0.08612204
0.05337481,2.79773600,0.08612204
0.05339081,2.71761200,0.08612204
0.05340681,2.63564200,0.08612204
0.05342281,2.55213500,0.08612204
0.05343881,2.46724300,0.08612204
0.05345481,2.38081300,0.08612204
0.05347081,2.29315300,0.08612204
0.05348681,2.20441700,0.08612204
0.05350281,2.11445000,0.08612204
0.05351881,2.02356100,0.08612204
0.05353481,1.93174800,0.08612204
0.05355081,1.83916700,0.08612204
0.05356681,1.74581700,0.08612204
0.05358281,1.65185200,0.08612204
0.05359881,1.55742500,0.00000000
0.05361481,1.46253700,0.08612204
0.05363081,1.36749500,0.08612204
0.05364681,1.27214600,0.08612204
0.05366281,1.17679600,0.08612204
0.05367881,1.08144700,0.08612204
0.05369481,0.98609750,0.08612204
0.05371081,0.89105560,0.08612204
0.05372681,0.79616760,0.08612204
0.05374281,0.70174090,0.08612204
0.05375881,0.60777560,0.08612204
0.05377481,0.51442550,0.08612204
0.05379081,0.42153670,0.08612204
0.05380681,0.32957060,0.08612204
0.05382281,0.23821970,0.08612204
0.05383881,0.14779160,0.08612204
0.05385481,0.05828617,0.08612204
0.05387081,-0.03045030,0.08612204
0.05388681,-0.11795640,0.08612204
0.05390281,-0.20469360,0.08612204
0.05391881,-0.29004680,0.08612204
0.05393481,-0.37432330,0.08612204
0.05395081,-0.45736960,0.08612204
0.05396681,-0.53933930,0.08612204
0.05398281,-0.61992500,0.08612204
0.05399881,-0.69928030,0.08612204
0.05401481,-0.77725150,0.08612204
0.05403081,-0.85399230,0.08612204
0.05404681,-0.92950300,0.08612204
0.05406281,-1.00362900,0.08612204
0.05407881,-1.07637200,0.08612204
0.05409481,-1.14757600,0.08612204
0.05411081,-1.21739700,0.08612204
0.05412681,-1.28552500,0.08612204
0.05414281,-1.35227000,0.08612204
0.05415881,-1.41747700,0.08612204
0.05417481,-1.48099200,0.08612204
0.05419081,-1.54312300,0.08612204
0.05420681,-1.60371600,0.08612204
0.05422281,-1.66277100,0.08612204
0.05423881,-1.72028800,0.08612204
0.05425481,-1.77611300,0.08612204
0.05427081,-1.83024700,0.08612204
0.05428681,-1.88299700,0.08612204
0.05430281,-1.93390100,0.08612204
0.05431881,-1.98326800,0.08612204
0.05433481,-2.03109600,0.08612204
0.05435081,-2.07707900,0.08612204
0.05436681,-2.12137100,0.08612204
0.05438281,-2.16412400,0.08612204
0.05439881,-2.20487800,0.08612204
0.05441481,-2.24394100,0.08612204
0.05443081,-2.28146500,0.08612204
0.05444681,-2.31699100,0.08612204
0.05446281,-2.35067100,0.08612204
0.05447881,-2.38265900,0.08612204
0.05449481,-2.41264800,0.08612204
0.05451081,-2.44079100,0.08612204
0.05452681,-2.46724300,0.08612204
0.05454281,-2.49154200,0.08612204
0.05455881,-2.51399500,0.08612204
0.05457481,-2.53460300,0.08612204
0.05459081,-2.55321100,0.08612204
0.05460681,-2.56982000,0.00000000
0.05462281,-2.58443000,0.08612204
0.05463881,-2.59704100,0.08612204
0.05465481,-2.60780600,0.08612204
0.05467081,-2.61626500,0.08612204
0.05468681,-2.62287800,0.08612204
0.05470281,-2.62733800,0.08612204
0.05471881,-2.62995200,0.08612204
0.05473481,-2.63026000,0.08612204
0.05475081,-2.62872200,0.08612204
0.05476681,-2.62518500,0.08612204
0.05478281,-2.61934100,0.08612204
0.05479881,-2.61165100,0.08612204
0.05481481,-2.60180900,0.08612204
0.05483081,-2.59012100,0.08612204
0.05484681,-2.57627900,0.08612204
0.05486281,-2.56043900,0.08612204
0.05487881,-2.54260000,0.08612204
0.05489481,-2.52291500,0.08612204
0.05491081,-2.50123000,0.08612204
0.05492681,-2.47754700,0.08612204
0.05494281,-2.45201800,0.08612204
0.05495881,-2.42448900,0.08612204
0.05497481,-2.39526900,0.08612204
0.05499081,-2.36420400,0.08612204
0.05500681,-2.33129300,0.08612204
0.05502281,-2.29653700,0.08612204
0.05503881,-2.26024200,0.08612204
0.05505481,-2.22210300,0.08612204
0.05507081,-2.18227100,0.00000000
0.05508681,-2.14090200,0.08612204
0.05510281,-2.09799500,0.08612204
0.05511881,-2.05339600,0.08612204
0.05513481,-2.00741300,0.08612204
0.05515081,-1.95989200,0.08612204
0.05516681,-1.91098700,0.08612204
0.05518281,-1.86085100,0.08612204
0.05519881,-1.80917800,0.08612204
0.05521481,-1.75612100,0.08612204
0.05523081,-1.70198700,0.08612204
0.05524681,-1.64662300,0.08612204
0.05526281,-1.59002800,0.08612204
0.05527881,-1.53235700,0.08612204
0.05529481,-1.47361000,0.08612204
0.05531081,-1.41378600,0.08612204
0.05532681,-1.35288500,0.08612204
0.05534281,-1.29106200,0.08612204
0.05535881,-1.22831600,0.00000000
0.05537481,-1.16449300,0.08612204
0.05539081,-1.10005500,0.08612204
0.05540681,-1.03454100,0.08612204
0.05542281,-0.96841170,0.08612204
0.05543881,-0.90151330,0.08612204
0.05545481,-0.83384600,0.08612204
0.05547081,-0.76540970,0.08612204
0.05548681,-0.69651200,0.08612204
0.05550281,-0.62684550,0.08612204
0.05551881,-0.55656370,0.08612204
0.05553481,-0.48551300,0.08612204
0.05555081,-0.41400100,0.08612204
0.05556681,-0.34202750,0.08612204
0.05558281,-0.26943900,0.08612204
0.05559881,-0.19654280,0.08612204
0.05561481,-0.12303150,0.08612204
0.05563081,-0.04905881,0.08612204
0.05564681,0.02537525,0.08612204
0.05566281,0.10027070,0.08612204
0.05567881,0.17547370,0.08612204
0.05569481,0.25098430,0.08612204
0.05571081,0.32680240,0.08612204
0.05572681,0.40308190,0.08612204
0.05574281,0.47966900,0.08612204
0.05575881,0.55641000,0.08612204
0.05577481,0.63345840,0.08612204
0.05579081,0.71066070,0.08612204
0.05580681,0.78817050,0.08612204
0.05582281,0.86568030,0.08612204
0.05583881,0.94334400,0.08612204
0.05585481,1.02116100,0.08612204
0.05587081,1.09913300,0.08612204
0.05588681,1.17710400,0.08612204
0.05590281,1.25507500,0.08612204
0.05591881,1.33304600,0.08612204
0.05593481,1.41086400,0.08612204
0.05595081,1.48868100,0.08612204
0.05596681,1.56634500,0.08612204
0.05598281,1.64385500,0.08612204
0.05599881,1.72105700,0.08612204
0.05601481,1.79810500,0.08612204
0.05603081,1.87469200,0.08612204
0.05604681,1.95097200,0.08612204
0.05606281,2.02679000,0.08612204
0.05607881,2.10230100,0.08612204
0.05609481,2.17719600,0.08612204
0.05611081,2.25147600,0.08612204
0.05612681,2.32514100,0.08612204
0.05614281,2.39803800,0.08612204
0.05615881,2.47031900,0.08612204
0.05617481,2.54183100,0.08612204
0.05619081,2.61257400,0.08612204
0.05620681,2.68224000,0.08612204
0.05622281,2.75113800,0.08612204
0.05623881,2.81880500,0.08612204
0.05625481,2.88555000,0.08612204
0.05627081,2.95121800,0.08612204
0.05628681,3.01565600,0.08612204
0.05630281,3.07886300,0.08612204
0.05631881,3.14099400,0.08612204
0.05633481,3.20158700,0.08612204
0.05635081,3.26095000,0.08612204
0.05636681,3.31877500,0.08612204
0.05638281,3.37536900,0.08612204
0.05639881,3.43042600,0.08612204
0.05641481,3.48394400,0.08612204
0.05643081,3.53607900,0.08612204
0.05644681,3.58667600,0.08612204
0.05646281,3.63558100,0.08612204
0.05647881,3.68294800,0.08612204
0.05649481,3.72877700,0.08612204
0.05651081,3.77291500,0.08612204
0.05652681,3.81551400,0.08612204
0.05654281,3.85657600,0.08612204
0.05655881,3.89594600,0.08612204
0.05657481,3.93362500,0.08612204
0.05659081,3.96976500,0.08612204
0.05660681,4.00436800,0.08612204
0.05662281,4.03743200,0.08612204
0.05663881,4.06880500,0.08612204
0.05665481,4.09864000,0.08612204
0.05667081,4.12709100,0.08612204
0.05668681,4.15385100,0.08612204
0.05670281,4.17922600,0.08612204
0.05671881,4.20321700,0.08612204
0.05673481,4.22567000,0.08612204
0.05675081,4.24689300,0.08612204
0.05676681,4.26673200,0.08612204
0.05678281,4.28534100,0.08612204
0.05679881,4.30271900,0.08612204
0.05681481,4.31886700,0.08612204
0.05683081,4.33393800,0.08612204
0.05684681,4.34777900,0.08612204
0.05686281,4.36069800,0.08612204
0.05687881,4.37254000,0.08612204
0.05689481,4.38330500,0.08612204
0.05691081,4.39314700,0.08612204
0.05692681,4.40222100,0.08612204
0.05694281,4.41037100,0.08612204
0.05695881,4.41775300,0.08612204
0.05697481,4.42436600,0.08612204
0.05699081,4.43021100,0.08612204
0.05700681,4.43543900,0.08612204
0.05702281,4.43989900,0.08612204
0.05703881,4.44374400,0.08612204
0.05705481,4.44697300,0.08612204
0.05707081,4.44958800,0.08612204
0.05708681,4.45174100,0.08612204
0.05710281,4.45343300,0.08612204
0.05711881,4.45450900,0.08612204
0.05713481,4.45512400,0.08612204
0.05715081,4.45527800,0.08612204
0.05716681,4.45481700,0.08612204
0.05718281,4.45389400,0.08612204
0.05719881,4.45235600,0.08612204
0.05721481,4.45051100,0.08612204
0.05723081,4.44805000,0.08612204
0.05724681,4.44497400,0.08612204
0.05726281,4.44159100,0.08612204
0.05727881,4.43743800,0.08612204
0.05729481,4.43282500,0.08612204
0.05731081,4.42744200,0.08612204
0.05732681,4.42159800,0.08612204
0.05734281,4.41498500,0.08612204
0.05735881,4.40760300,0.08612204
0.05737481,4.39960600,0.08612204
0.05739081,4.39084000,0.08612204
0.05740681,4.38115200,0.08612204
0.05742281,4.37069400,0.08612204
0.05743881,4.35946700,0.08612204
0.05745481,4.34716400,0.08612204
0.05747081,4.33409200,0.08612204
0.05748681,4.31994300,0.08612204
0.05750281,4.30487200,0.08612204
0.05751881,4.28857000,0.08612204
0.05753481,4.27134600,0.08612204
0.05755081,4.25289100,0.08612204
0.05756681,4.23336000,0.08612204
0.05758281,4.21244500,0.08612204
0.05759881,4.19045300,0.08612204
0.05761481,4.16707700,0.08612204
0.05763081,4.14247000,0.08612204
0.05764681,4.11663400,0.08612204
0.05766281,4.08925900,0.08612204
0.05767881,4.06065500,0.08612204
0.05769481,4.03066500,0.08612204
0.05771081,3.99929300,0.08612204
0.05772681,3.96638200,0.08612204
0.05774281,3.93208700,0.08612204
0.05775881,3.89640700,0.08612204
0.05777481,3.85934400,0.08612204
0.05779081,3.82074300,0.08612204
0.05780681,3.78075800,0.08612204
0.05782281,3.73923500,0.08612204
0.05783881,3.69632700,0.08612204
0.05785481,3.65203600,0.08612204
0.05787081,3.60620700,0.08612204
0.05788681,3.55899400,0.08612204
0.05790281,3.51039600,0.08612204
0.05791881,3.46056800,0.08612204
0.05793481,3.40920300,0.08612204
0.05795081,3.35660700,0.08612204
0.05796681,3.30262700,0.08612204
0.05798281,3.24741600,0.08612204
0.05799881,3.19112900,0.08612204
0.05801481,3.13345800,0.08612204
0.05803081,3.07471100,0.08612204
0.05804681,3.01488700,0.08612204
0.05806281,2.95383200,0.08612204
0.05807881,2.89170100,0.08612204
0.05809481,2.82864800,0.08612204
0.05811081,2.76451800,0.08612204
0.05812681,2.69946500,0.08612204
0.05814281,2.63348900,0.08612204
0.05815881,2.56659100,0.08612204
0.05817481,2.49907700,0.08612204
0.05819081,2.43048700,0.08612204
0.05820681,2.36128200,0.08612204
0.05822281,2.29146200,0.08612204
0.05823881,2.22087200,0.08612204
0.05825481,2.14966800,0.08612204
0.05827081,2.07784800,0.08612204
0.05828681,2.00541300,0.08612204
0.05830281,1.93251700,0.08612204
0.05831881,1.85916000,0.08612204
0.05833481,1.78534100,0.08612204
0.05835081,1.71106100,0.08612204
0.05836681,1.63647300,0.08612204
0.05838281,1.56142300,0.08612204
0.05839881,1.48622000,0.08612204
0.05841481,1.41055600,0.08612204
0.05843081,1.33458400,0.08612204
0.05844681,1.25830500,0.08612204
0.05846281,1.18187100,0.08612204
0.05847881,1.10528400,0.08612204
0.05849481,1.02839000,0.08612204
0.05851081,0.95134100,0.08612204
0.05852681,0.87413880,0.08612204
0.05854281,0.79662900,0.08612204
0.05855881,0.71911910,0.08612204
0.05857481,0.64160930,0.08612204
0.05859081,0.56379180,0.08612204
0.05860681,0.48612820,0.08612204
0.05862281,0.40831080,0.08612204
0.05863881,0.33049340,0.08612204
0.05865481,0.25267590,0.08612204
0.05867081,0.17485850,0.08612204
0.05868681,0.09704109,0.08612204
0.05870281,0.01922367,0.08612204
0.05871881,-0.05828617,0.08612204
0.05873481,-0.13594980,0.08612204
0.05875081,-0.21330590,0.08612204
0.05876681,-0.29066190,0.08612204
0.05878281,-0.36786420,0.08612204
0.05879881,-0.44491260,0.08612204
0.05881481,-0.52165350,0.08612204
0.05883081,-0.59824070,0.08612204
0.05884681,-0.67452020,0.08612204
0.05886281,-0.75064590,0.08612204
0.05887881,-0.82631030,0.08612204
0.05889481,-0.90166710,0.08612204
